,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
152,Arizona,Maricopa County,H. CLINTON,B. SANDERS,M. O'MALLEY,126988.0,86942.0,1758.0,0.581,0.39799999999999996,0.008,D,D,D
153,Arizona,Maricopa County,D. TRUMP,T. CRUZ,M. RUBIO,144522.0,72216.0,47644.0,0.462,0.231,0.152,R,R,R
154,Arizona,Mohave County,H. CLINTON,B. SANDERS,M. O'MALLEY,4170.0,2847.0,150.0,0.564,0.385,0.02,D,D,D
155,Arizona,Mohave County,D. TRUMP,T. CRUZ,M. RUBIO,14154.0,4744.0,1316.0,0.648,0.217,0.06,R,R,R
156,Arizona,Navajo County,H. CLINTON,B. SANDERS,M. O'MALLEY,4415.0,2621.0,115.0,0.597,0.354,0.016,D,D,D
157,Arizona,Navajo County,D. TRUMP,T. CRUZ,M. RUBIO,3558.0,3481.0,652.0,0.414,0.405,0.076,R,R,R
158,Arizona,Pima County,H. CLINTON,B. SANDERS,M. O'MALLEY,56317.0,40228.0,690.0,0.573,0.409,0.006999999999999999,D,D,D
159,Arizona,Pima County,D. TRUMP,T. CRUZ,M. RUBIO,36804.0,23137.0,10757.0,0.436,0.27399999999999997,0.127,R,R,R
160,Arizona,Pinal County,H. CLINTON,B. SANDERS,M. O'MALLEY,9771.0,5414.0,171.0,0.621,0.344,0.011000000000000001,D,D,D
161,Arizona,Pinal County,D. TRUMP,T. CRUZ,M. RUBIO,12182.0,4079.0,2326.0,0.575,0.192,0.11,R,R,R
162,Arizona,Santa Cruz County,H. CLINTON,B. SANDERS,R. DE LA FUENTE,2496.0,1205.0,40.0,0.6579999999999999,0.318,0.011000000000000001,D,D,D
163,Arizona,Santa Cruz County,D. TRUMP,T. CRUZ,M. RUBIO,762.0,451.0,223.0,0.452,0.268,0.132,R,R,R
164,Arizona,Yavapai County,H. CLINTON,B. SANDERS,M. O'MALLEY,8401.0,7108.0,162.0,0.529,0.447,0.01,D,D,D
165,Arizona,Yavapai County,D. TRUMP,T. CRUZ,M. RUBIO,17005.0,10547.0,3311.0,0.47600000000000003,0.295,0.09300000000000001,R,R,R
166,Arizona,Yuma County,H. CLINTON,B. SANDERS,R. DE LA FUENTE,4358.0,2156.0,111.0,0.637,0.315,0.016,D,D,D
167,Arizona,Yuma County,D. TRUMP,T. CRUZ,M. RUBIO,4390.0,2556.0,962.0,0.495,0.28800000000000003,0.109,R,R,R
168,Arkansas,Arkansas County,H. CLINTON,B. SANDERS,M. O'MALLEY,724.0,132.0,5.0,0.833,0.152,0.006,D,D,D
169,Arkansas,Arkansas County,D. TRUMP,M. RUBIO,T. CRUZ,1073.0,789.0,593.0,0.385,0.28300000000000003,0.213,R,R,R
170,Arkansas,Ashley County,H. CLINTON,B. SANDERS,J. WOLFE,1375.0,980.0,265.0,0.474,0.33799999999999997,0.091,D,D,D
171,Arkansas,Ashley County,D. TRUMP,T. CRUZ,M. RUBIO,586.0,403.0,281.0,0.40399999999999997,0.278,0.19399999999999998,R,R,R
172,Arkansas,Baxter County,H. CLINTON,B. SANDERS,M. O'MALLEY,1391.0,807.0,12.0,0.624,0.36200000000000004,0.005,D,D,D
173,Arkansas,Baxter County,D. TRUMP,T. CRUZ,M. RUBIO,3798.0,2480.0,1374.0,0.43799999999999994,0.28600000000000003,0.159,R,R,R
174,Arkansas,Benton County,H. CLINTON,B. SANDERS,J. WOLFE,5650.0,4696.0,31.0,0.541,0.449,0.003,D,D,D
