,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
0,Iowa,Des Moines,Obama,McCain,,12396,7687,,61.0,38.0,,D,R,
0,Iowa,Dickinson,McCain,Obama,,5150,4609,,52.0,47.0,,R,D,
0,Iowa,Dubuque,Obama,McCain,,23791,16694,,56.0,39.0,,D,R,
0,Iowa,Emmet,Obama,McCain,,2565,2366,,51.0,47.0,,D,R,
0,Iowa,Fayette,Obama,McCain,,5889,4199,,58.0,41.0,,D,R,
0,Iowa,Floyd,Obama,McCain,,4797,3044,,60.0,38.0,,D,R,
0,Iowa,Franklin,Obama,McCain,,2566,2495,,50.0,49.0,,D,R,
0,Iowa,Fremont,McCain,Obama,,2708,2490,,51.0,47.0,,R,D,
0,Iowa,Greene,Obama,McCain,,2359,2340,,50.0,49.0,,D,R,
0,Iowa,Grundy,McCain,Obama,,3936,2774,,58.0,41.0,,R,D,
0,Iowa,Guthrie,McCain,Obama,,3025,2603,,53.0,45.0,,R,D,
0,Iowa,Hamilton,Obama,McCain,,3999,3909,,50.0,49.0,,D,R,
0,Iowa,Hancock,McCain,Obama,,3008,2790,,51.0,47.0,,R,D,
