ABX,20151105,3,0.1
ABX,20160308,0,0.23
ABX,20160510,1,0.13
ABX,20160808,2,0.13
ABX,20161103,3,0.14
ABX,20170306,0,0.19
ABX,20170503,1,0.17
ACAS,19980217,0,0.21
ACAS,19980504,1,0.27
ACAS,19980805,2,0.31
ACAS,19981103,3,0.35
ACAS,19990325,0,0.41
ACAS,19990505,1,0.43
ACAS,19990804,2,0.44
ACAS,19991103,3,0.43
ACAS,20000202,0,0.45
ACAS,20000502,1,0.47
ACAS,20000802,2,0.47
ACAS,20001101,3,0.5
ACAS,20010206,0,0.52
ACAS,20010531,1,0.54
ACAS,20010731,2,0.56
ACAS,20011031,3,0.56
ACAS,20020206,0,0.59
ACAS,20020501,1,0.61
ACAS,20020730,2,0.64
ACAS,20021105,3,0.66
ACAS,20030211,0,0.67
ACAS,20030513,1,0.65
ACAS,20030805,2,0.56
ACAS,20031104,3,0.66
ACAS,20040210,0,0.69
ACAS,20040504,1,0.61
ACAS,20040803,2,0.73
ACAS,20041102,3,0.67
ACAS,20050215,0,0.74
ACAS,20050503,1,0.7
ACAS,20050802,2,0.76
ACAS,20051101,3,0.82
ACAS,20060214,0,0.8
ACAS,20060502,1,0.77
ACAS,20060801,2,0.81
ACAS,20061031,3,0.77
ACAS,20070213,0,0.76
ACAS,20070501,1,0.73
ACAS,20070731,2,0.91
ACAS,20071030,3,0.81
ACAS,20080213,0,0.9
ACAS,20080506,1,0.77
ACAS,20080805,2,0.71
ACAS,20081110,3,0.74
ACAS,20090302,0,0.21
ACAS,20090506,1,0.31
ACAS,20090804,2,0.09
ACAS,20091103,3,0.12
ACAS,20100223,0,0.07
ACAS,20100504,1,0.17
ACAS,20100803,2,0.09
ACAS,20101102,3,0.17
ACAS,20110215,0,0.19
ACAS,20110503,1,0.19
ACAS,20110802,2,0.2
ACAS,20111101,3,0.19
ACAS,20120214,0,0.67
ACAS,20120501,1,0.14
ACAS,20120731,2,0.58
ACAS,20121029,3,0.27
ACAS,20130211,0,0.36
ACAS,20130430,1,0.21
ACAS,20130730,2,0.21
ACAS,20131105,3,0.16
ACAS,20140210,0,0.19
ACAS,20140507,1,0.06
ACAS,20140806,2,0.15
ACAS,20141105,3,0.24
ACAS,20150224,0,0.21
ACAS,20150506,1,0.28
ACAS,20150806,2,0.34
ACAS,20151104,3,0.4
ACAS,20160217,0,0.37
ACAS,20160506,1,0.4
ACAS,20160803,2,0.31
ACAS,20161103,3,0.23
ADBE,19861210,3,0.0031
ADBE,19870317,0,0.0047
ADBE,19870617,1,0.0059
ADBE,19870918,2,0.0069
ADBE,19871221,3,0.0081
ADBE,19880322,0,0.0106
ADBE,19880622,1,0.0131
ADBE,19880921,2,0.0181
ADBE,19890110,0,0.0194
ADBE,19890322,0,0.02
ADBE,19890617,1,0.0219
ADBE,19890920,2,0.0256
ADBE,19900105,0,0.03
ADBE,19900321,0,0.03
ADBE,19900626,1,0.0225
ADBE,19900914,2,0.0281
ADBE,19910108,0,0.0344
ADBE,19910320,0,0.0344
ADBE,19910622,1,0.0363
ADBE,19910921,2,0.0344
ADBE,19920108,0,0.0356
ADBE,19920316,0,0.0356
ADBE,19920616,1,0.0406
ADBE,19920915,2,0.0288
ADBE,19930112,0,0.0331
ADBE,19930316,0,0.0356
ADBE,19930618,1,0.0388
ADBE,19930922,2,0.03
