,surprise_median_fa,surprise_mean_fa,TICKER,year,quarternum,Skew,Kurtosis,delta_return,Y
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 2)",0.29223138121678593,0.28054212596811257,MSFT,2014,2,-0.002008553639405195,0.54,-0.039000000000000035,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2014', 3)",-5.961643689166185,-6.010420773895723,MSFT,2014,3,-0.008216810343019429,0.74,0.0817000000000001,0
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 0)",4.062650843381586,4.007160978203693,MSFT,2015,0,-0.014059875475833579,0.545,-0.09889999999999999,1
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 1)",0.08452088021985457,0.8730302586042495,MSFT,2015,1,1.8738131660947832,0.5700000000000001,0.0774999999999999,0
"('2015', 2)",0.7330166661378306,0.9773555548504412,MSFT,2015,2,0.10042768197024303,0.54,0.00550000000000006,0
"('2015', 2)",0.7330166661378306,0.9773555548504412,MSFT,2015,2,0.10042768197024303,0.54,0.00550000000000006,0
"('2015', 2)",0.7330166661378306,0.9773555548504412,MSFT,2015,2,0.10042768197024303,0.54,0.00550000000000006,0
"('2015', 3)",1.3366991830185109,0.8911327886790074,MSFT,2015,3,-0.07532076147768227,0.625,0.1322000000000001,0
"('2015', 3)",1.3366991830185109,0.8911327886790074,MSFT,2015,3,-0.07532076147768227,0.625,0.1322000000000001,0
"('2015', 3)",1.3366991830185109,0.8911327886790074,MSFT,2015,3,-0.07532076147768227,0.625,0.1322000000000001,0
"('2015', 3)",1.3366991830185109,0.8911327886790074,MSFT,2015,3,-0.07532076147768227,0.625,0.1322000000000001,0
"('2016', 0)",1.1111677990074322,1.1111677990074322,MSFT,2016,0,0.0,0.615,-0.045399999999999996,1
"('2016', 0)",1.1111677990074322,1.1111677990074322,MSFT,2016,0,0.0,0.615,-0.045399999999999996,1
"('2016', 1)",,,MSFT,2016,1,0.0,0.57,-0.10470000000000002,1
"('2016', 2)",-0.7071067811865476,-0.7071067811865476,MSFT,2016,2,0.0,0.695,0.06570000000000009,1
"('2016', 2)",-0.7071067811865476,-0.7071067811865476,MSFT,2016,2,0.0,0.695,0.06570000000000009,1
"('2016', 3)",-0.9899494936611645,-0.9899494936611645,MSFT,2016,3,0.0,0.7949999999999999,0.03420000000000001,0
"('2016', 3)",-0.9899494936611645,-0.9899494936611645,MSFT,2016,3,0.0,0.7949999999999999,0.03420000000000001,0
"('1999', 3)",,,MXIM,1999,3,0.0,0.2,0.032299999999999995,0
"('2000', 3)",-3.5355339059327378,-3.5355339059327378,MXIM,2000,3,0.0,0.315,-0.19530000000000003,1
"('2000', 3)",-3.5355339059327378,-3.5355339059327378,MXIM,2000,3,0.0,0.315,-0.19530000000000003,1
"('2001', 0)",,,MXIM,2001,0,0.0,0.32,0.0009999999999998899,0
"('2004', 2)",,,MXIM,2004,2,0.0,0.38,0.033199999999999896,0
"('2004', 3)",-0.8660254037844386,-0.8660254037844386,MXIM,2004,3,0.0,0.425,-0.02190000000000003,1
"('2004', 3)",-0.8660254037844386,-0.8660254037844386,MXIM,2004,3,0.0,0.425,-0.02190000000000003,1
"('2004', 3)",-0.8660254037844386,-0.8660254037844386,MXIM,2004,3,0.0,0.425,-0.02190000000000003,1
"('2004', 3)",-0.8660254037844386,-0.8660254037844386,MXIM,2004,3,0.0,0.425,-0.02190000000000003,1
"('2005', 0)",,,MXIM,2005,0,0.0,0.41,0.08450000000000002,0
"('2005', 2)",10.392304845413246,9.814954576223627,MXIM,2005,2,-0.016737946995040318,0.31,0.021700000000000053,0
"('2005', 2)",10.392304845413246,9.814954576223627,MXIM,2005,2,-0.016737946995040318,0.31,0.021700000000000053,0
"('2005', 2)",10.392304845413246,9.814954576223627,MXIM,2005,2,-0.016737946995040318,0.31,0.021700000000000053,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2005', 3)",1.7984562817903584,1.4750496697140227,MXIM,2005,3,-0.051469187009749416,0.333,-0.06469999999999998,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 0)",6.8033605141660765,6.299407883487111,MXIM,2006,0,-0.022317262660053853,0.36,0.0363,0
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 1)",4.72703158295001,4.814569204856492,MXIM,2006,1,0.005579315665013533,0.39,-0.08579999999999999,1
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 2)",2.209957723913108,1.6234689433361669,MXIM,2006,2,-0.13325980876820712,0.38,0.05190000000000006,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2006', 3)",-1.6991815809714923,-1.2389865694583808,MXIM,2006,3,0.1087966554677629,0.41,0.11759999999999993,0
"('2012', 3)",,,NLSN,2012,3,0.0,0.27,-0.027200000000000002,0
"('2013', 0)",2.9756093514011117,3.3797044485049663,NLSN,2013,0,0.18411741694544545,0.35,-0.027200000000000002,0
"('2013', 0)",2.9756093514011117,3.3797044485049663,NLSN,2013,0,0.18411741694544545,0.35,-0.027200000000000002,0
"('2013', 0)",2.9756093514011117,3.3797044485049663,NLSN,2013,0,0.18411741694544545,0.35,-0.027200000000000002,0
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 1)",-7.7167746572717215,-7.6537805784368524,NLSN,2013,1,0.005738724684013728,0.52,-0.027200000000000002,1
"('2013', 2)",0.7402332101976056,0.8882798522371247,NLSN,2013,2,0.020085536394048326,0.47,-0.0048000000000000265,0
"('2013', 2)",0.7402332101976056,0.8882798522371247,NLSN,2013,2,0.020085536394048326,0.47,-0.0048000000000000265,0
"('2013', 2)",0.7402332101976056,0.8882798522371247,NLSN,2013,2,0.020085536394048326,0.47,-0.0048000000000000265,0
"('2013', 2)",0.7402332101976056,0.8882798522371247,NLSN,2013,2,0.020085536394048326,0.47,-0.0048000000000000265,0
"('2013', 2)",0.7402332101976056,0.8882798522371247,NLSN,2013,2,0.020085536394048326,0.47,-0.0048000000000000265,0
"('2015', 0)",,,NLSN,2015,0,0.0,0.45,0.050999999999999934,0
"('2015', 1)",,,NLSN,2015,1,0.0,0.66,-0.02949999999999997,1
"('1998', 0)",,,ORCL,1998,0,0.0,0.0383,0.13769999999999993,0
"('1998', 3)",,,ORCL,1998,3,0.0,0.02,0.17890000000000006,1
"('2000', 3)",,,ORCL,2000,3,0.0,0.1,0.12949999999999995,1
"('2001', 0)",-2.3904572186687854,-2.629502940535664,ORCL,2001,0,-0.010042768197024304,0.12,-0.011399999999999966,0
"('2001', 0)",-2.3904572186687854,-2.629502940535664,ORCL,2001,0,-0.010042768197024304,0.12,-0.011399999999999966,0
"('2001', 0)",-2.3904572186687854,-2.629502940535664,ORCL,2001,0,-0.010042768197024304,0.12,-0.011399999999999966,0
"('2001', 0)",-2.3904572186687854,-2.629502940535664,ORCL,2001,0,-0.010042768197024304,0.12,-0.011399999999999966,0
"('2001', 0)",-2.3904572186687854,-2.629502940535664,ORCL,2001,0,-0.010042768197024304,0.12,-0.011399999999999966,0
"('2001', 1)",-inf,-inf,ORCL,2001,1,0.0,0.17,0.3193999999999999,1
"('2001', 1)",-inf,-inf,ORCL,2001,1,0.0,0.17,0.3193999999999999,1
"('2002', 1)",2.1213203435596424,2.1213203435596424,ORCL,2002,1,0.0,0.125,-0.033399999999999985,0
"('2002', 1)",2.1213203435596424,2.1213203435596424,ORCL,2002,1,0.0,0.125,-0.033399999999999985,0
"('2002', 2)",,,ORCL,2002,2,0.0,0.07,-0.054300000000000015,0
"('2003', 1)",,,ORCL,2003,1,0.0,0.13,-0.06110000000000004,1
"('2003', 2)",,,ORCL,2003,2,0.0,0.07,-0.09079999999999999,1
"('2003', 3)",inf,inf,ORCL,2003,3,0.0,0.11,0.037800000000000056,0
"('2003', 3)",inf,inf,ORCL,2003,3,0.0,0.11,0.037800000000000056,0
"('2004', 0)",,,ORCL,2004,0,0.0,0.12,-0.02529999999999999,0
"('2004', 2)",1.732050807568877,1.1547005383792506,ORCL,2004,2,-0.01673794699504053,0.09,0.07679999999999998,1
"('2004', 2)",1.732050807568877,1.1547005383792506,ORCL,2004,2,-0.01673794699504053,0.09,0.07679999999999998,1
"('2004', 2)",1.732050807568877,1.1547005383792506,ORCL,2004,2,-0.01673794699504053,0.09,0.07679999999999998,1
"('2005', 3)",0.7071067811865476,0.7071067811865476,ORCL,2005,3,0.0,0.185,-0.042100000000000026,0
"('2005', 3)",0.7071067811865476,0.7071067811865476,ORCL,2005,3,0.0,0.185,-0.042100000000000026,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 0)",0.9863939238321451,1.534390548183337,ORCL,2006,0,0.027896578325067523,0.18,0.0051000000000001044,0
"('2006', 1)",0.9644856443408223,1.1573827732089874,ORCL,2006,1,0.020085536394048607,0.27,0.011900000000000022,0
"('2006', 1)",0.9644856443408223,1.1573827732089874,ORCL,2006,1,0.020085536394048607,0.27,0.011900000000000022,0
"('2006', 1)",0.9644856443408223,1.1573827732089874,ORCL,2006,1,0.020085536394048607,0.27,0.011900000000000022,0
"('2006', 1)",0.9644856443408223,1.1573827732089874,ORCL,2006,1,0.020085536394048607,0.27,0.011900000000000022,0
"('2006', 1)",0.9644856443408223,1.1573827732089874,ORCL,2006,1,0.020085536394048607,0.27,0.011900000000000022,0
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2006', 2)",1.8257418583505545,2.1300321680756453,ORCL,2006,2,0.02510692049256062,0.15,0.10969999999999991,1
"('2007', 0)",5.196152422706629,5.773502691896254,ORCL,2007,0,0.01673794699504046,0.22,0.04620000000000002,1
"('2007', 0)",5.196152422706629,5.773502691896254,ORCL,2007,0,0.01673794699504046,0.22,0.04620000000000002,1
"('2007', 0)",5.196152422706629,5.773502691896254,ORCL,2007,0,0.01673794699504046,0.22,0.04620000000000002,1
"('2007', 1)",4.949747468305825,4.949747468305825,ORCL,2007,1,0.0,0.335,0.029199999999999893,0
"('2007', 1)",4.949747468305825,4.949747468305825,ORCL,2007,1,0.0,0.335,0.029199999999999893,0
"('2007', 2)",2.598076211353316,2.598076211353316,ORCL,2007,2,0.0,0.20500000000000002,0.03420000000000001,1
"('2007', 2)",2.598076211353316,2.598076211353316,ORCL,2007,2,0.0,0.20500000000000002,0.03420000000000001,1
"('2007', 2)",2.598076211353316,2.598076211353316,ORCL,2007,2,0.0,0.20500000000000002,0.03420000000000001,1
"('2007', 2)",2.598076211353316,2.598076211353316,ORCL,2007,2,0.0,0.20500000000000002,0.03420000000000001,1
"('2007', 3)",inf,inf,ORCL,2007,3,0.0,0.26,0.08329999999999993,0
"('2007', 3)",inf,inf,ORCL,2007,3,0.0,0.26,0.08329999999999993,0
"('2007', 3)",inf,inf,ORCL,2007,3,0.0,0.26,0.08329999999999993,0
"('2007', 3)",inf,inf,ORCL,2007,3,0.0,0.26,0.08329999999999993,0
"('2007', 3)",inf,inf,ORCL,2007,3,0.0,0.26,0.08329999999999993,0
"('2008', 0)",inf,inf,ORCL,2008,0,0.0,0.29,-0.034399999999999986,0
"('2008', 0)",inf,inf,ORCL,2008,0,0.0,0.29,-0.034399999999999986,0
"('2008', 0)",inf,inf,ORCL,2008,0,0.0,0.29,-0.034399999999999986,0
"('2008', 1)",5.656854249492368,5.656854249492368,ORCL,2008,1,0.0,0.43,-0.06389999999999996,0
"('2008', 1)",5.656854249492368,5.656854249492368,ORCL,2008,1,0.0,0.43,-0.06389999999999996,0
"('2008', 1)",5.656854249492368,5.656854249492368,ORCL,2008,1,0.0,0.43,-0.06389999999999996,0
"('2008', 1)",5.656854249492368,5.656854249492368,ORCL,2008,1,0.0,0.43,-0.06389999999999996,0
"('2008', 1)",5.656854249492368,5.656854249492368,ORCL,2008,1,0.0,0.43,-0.06389999999999996,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2008', 2)",4.286607049870556,4.082482904638626,ORCL,2008,2,-0.008368973497520159,0.255,0.03950000000000009,0
"('2009', 0)",6.928203230275494,7.5055534994651225,ORCL,2009,0,0.0167379469950406,0.31,0.17369999999999997,1
"('2009', 0)",6.928203230275494,7.5055534994651225,ORCL,2009,0,0.0167379469950406,0.31,0.17369999999999997,1
"('2009', 0)",6.928203230275494,7.5055534994651225,ORCL,2009,0,0.0167379469950406,0.31,0.17369999999999997,1
"('2009', 1)",,,ORCL,2009,1,0.0,0.41,0.015600000000000058,0
"('2009', 2)",,,ORCL,2009,2,0.0,0.29,-0.05830000000000002,0
"('2009', 3)",2.828427124746202,2.828427124746202,ORCL,2009,3,0.0,0.35,0.07210000000000005,1
"('2009', 3)",2.828427124746202,2.828427124746202,ORCL,2009,3,0.0,0.35,0.07210000000000005,1
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 0)",0.0,0.5855400437691259,ORCL,2010,0,0.014346811710034877,0.38,-0.008099999999999996,0
"('2010', 1)",3.18198051533946,3.18198051533946,ORCL,2010,1,0.0,0.51,0.04499999999999993,1
"('2010', 1)",3.18198051533946,3.18198051533946,ORCL,2010,1,0.0,0.51,0.04499999999999993,1
"('2010', 2)",2.8284271247461943,2.8284271247461943,ORCL,2010,2,0.0,0.33999999999999997,0.05879999999999996,0
